ma,ma_huy_hieu,ten,url,icon,tieu_de,so_thu_tu,co_danh_muc_con,la_danh_muc_cha,ma_danh_muc_cha,la_chi_nhanh_chinh
24,null,Cấp Độ Chi Nhánh,/level-spec-branch,fas fa-level-up-alt,false,700,false,false,,0
